id,gender,shared_account,membership_tier,membership_auto_renew,membership_fee,push_notification_enabled,have_app,app_engagement_score,bought_store_brand,promotion_participation_count,average_basket_size,use_count,reward_points_used,membership_duration_days,user_cluster,user_segment
33,0,1,1,1,-0.8360681198264284,0,0,-1.592965414381937,0,-0.4993767307351387,-0.00689149143519299,-2.04753819898608,-1.7223877964544114,-1.1527732649268299,2,Value Seekers
34,0,0,0,1,1.1960747889868169,1,1,0.13182083238675,0,-1.0143589843057506,-0.326646891977216,0.2696142847203038,-0.997940418422373,0.6973462320007432,3,High Spenders
35,0,0,1,1,-0.8360681198264284,1,1,0.6761181315719504,0,-0.4993767307351387,-0.4346666444551148,-1.2751540377506185,2.283380058546272,0.35102989400801915,1,Regular Members
36,1,0,0,1,1.1960747889868169,0,1,0.14565108561279977,1,0.015605522835473088,-0.334196280295397,0.2696142847203038,-0.7422531085287124,0.10233292645619713,3,High Spenders
37,1,0,1,1,-0.8360681198264284,1,1,0.37031586579596276,0,0.015605522835473088,-0.44676683227350783,0.2696142847203038,0.7705634750087798,-0.5647327715566338,1,Regular Members
38,0,1,1,1,-0.8360681198264284,1,1,0.09924290256538862,1,0.5305877764060849,-0.11949732092880909,1.041998445955765,-1.9780751063480722,-0.7762414075119217,1,Regular Members
39,1,0,0,0,1.1960747889868169,0,0,-1.592965414381937,1,-0.4993767307351387,-0.31274755086804157,-2.04753819898608,-0.5717949019329386,1.0692295479660845,2,Value Seekers
40,1,0,0,1,1.1960747889868169,0,0,-1.592965414381937,0,0.015605522835473088,0.38793446210257454,-1.6613461183683491,0.9410216816045536,-0.49500464981313236,2,Value Seekers
41,0,1,1,1,-0.8360681198264284,0,0,-1.592965414381937,1,-1.0143589843057506,-0.7045396380723343,-0.5027698765151575,0.38703251016828877,-1.020289833614177,2,Value Seekers
42,0,0,0,1,1.1960747889868169,1,1,0.8586774741558064,1,-1.5293412378763624,-0.4913576118724836,1.041998445955765,0.04611609697674124,-0.027826234131672328,3,High Spenders
43,1,1,1,1,-0.8360681198264284,1,1,0.9542598908958387,1,0.015605522835473088,-0.22264877626694632,1.4281905265734955,0.23788157939698673,1.2853867253709392,1,Regular Members
44,0,0,0,1,1.1960747889868169,1,1,0.4502239955464722,1,-0.4993767307351387,0.314698339913117,-0.11657779589742681,-0.4013366953371649,-0.153336853269975,3,High Spenders
45,0,0,0,1,1.1960747889868169,0,1,0.5759256304232346,1,0.015605522835473088,1.1742350052050847,0.6558063653380343,-0.16695666126797598,-0.4345736109687644,3,High Spenders
46,0,0,1,0,-0.8360681198264284,0,0,-1.592965414381937,0,-1.5293412378763624,1.14128580572293,-1.6613461183683491,-1.9780751063480722,0.04887469978617932,2,Value Seekers
47,1,0,1,1,-0.8360681198264284,1,1,-0.10944025166767239,1,-1.0143589843057506,-0.669367955113332,-0.11657779589742681,-0.7848676601776559,-0.6042453738779513,1,Regular Members
48,0,0,1,1,-0.8360681198264284,0,1,0.4201047774097416,0,1.0455700299766968,-0.864911223560423,-0.11657779589742681,1.8572345420568375,0.8158840389646957,1,Regular Members
49,1,0,0,1,1.1960747889868169,1,1,0.5353568876268224,0,0.015605522835473088,-0.560254599654762,0.2696142847203038,0.8770998541311384,2.26158042977996,3,High Spenders
50,1,1,1,0,-0.8360681198264284,1,1,1.3267547111174443,1,0.5305877764060849,1.330831896534083,-0.11657779589742681,1.7293908871100072,-1.0714237895594114,1,Regular Members
51,1,0,1,1,-0.8360681198264284,0,1,0.04576592342466305,1,1.0455700299766968,0.9271512866044302,-0.5027698765151575,0.19526702774804328,0.04887469978617932,1,Regular Members
52,0,0,1,1,-0.8360681198264284,1,1,1.2333236671014638,1,0.015605522835473088,-0.5990598667108328,0.6558063653380343,0.11003792445015641,3.2703139243359485,1,Regular Members
53,0,0,1,1,-0.8360681198264284,1,1,1.0178790557356676,0,0.5305877764060849,-0.3950147170269116,-0.11657779589742681,-0.08172755797008908,-1.1458004527524797,1,Regular Members
54,0,0,1,1,-0.8360681198264284,1,1,0.6877970120739478,1,0.015605522835473088,3.61505102551643,-0.11657779589742681,-0.039113006321145644,-0.7204589101171205,0,Low Engagement
55,0,0,1,1,-0.8360681198264284,1,1,1.3267547111174443,0,-1.0143589843057506,0.7016926850086592,-0.11657779589742681,-0.8914040393000144,3.086696537078061,1,Regular Members
56,0,0,0,0,1.1960747889868169,0,0,-1.592965414381937,1,-0.4993767307351387,0.27444669472132005,-0.888961957132888,-0.6783312810552972,0.5834569664863575,2,Value Seekers
57,1,1,1,1,-0.8360681198264284,0,0,-1.592965414381937,0,0.015605522835473088,-0.5241657012926163,-2.819922360221541,-1.9780751063480722,0.33940854038410223,2,Value Seekers
58,1,1,0,1,1.1960747889868169,0,0,-1.592965414381937,1,-0.4993767307351387,-1.3774582463401068,0.6558063653380343,-0.2095712129169194,-1.031911187238094,2,Value Seekers
59,1,1,1,1,-0.8360681198264284,0,0,-1.592965414381937,1,-0.4993767307351387,-0.11282987049826607,0.2696142847203038,-0.6570240052308255,-0.8296996341819395,2,Value Seekers
60,0,0,0,1,1.1960747889868169,0,1,0.7299024496732548,0,-0.4993767307351387,-0.09131058603989968,0.2696142847203038,0.9623289574290252,-1.1853130550737971,3,High Spenders
61,1,0,1,1,-0.8360681198264284,1,1,0.7378932626483059,0,-1.0143589843057506,-1.313288445635568,-0.11657779589742681,1.4737035772163465,-1.124882016229429,1,Regular Members
62,1,0,1,1,-0.8360681198264284,0,1,0.5338201928239281,1,-1.5293412378763624,-0.2529874396016926,1.041998445955765,0.7279489233598364,0.11395428008011405,1,Regular Members
63,0,0,0,1,1.1960747889868169,0,1,1.1223743023324875,0,-1.5293412378763624,2.154491328556938,1.8143826071912261,1.9637709211791963,-0.7344045344658208,0,Low Engagement
64,0,0,0,1,1.1960747889868169,0,0,-1.592965414381937,1,-1.0143589843057506,0.05212779200554015,-0.11657779589742681,-0.18826393709244768,-0.09523008515039044,2,Value Seekers
65,1,0,0,1,1.1960747889868169,1,1,1.0639798998225,0,-0.4993767307351387,-1.1308331354410242,-0.5027698765151575,-0.08172755797008908,-0.4066823622713638,3,High Spenders
66,1,0,1,1,-0.8360681198264284,0,0,-1.592965414381937,0,0.015605522835473088,-0.18126825057897283,-0.888961957132888,-0.9127113151244861,-0.025501963406888945,2,Value Seekers
67,0,1,1,0,-0.8360681198264284,0,1,0.2698160256866682,1,-1.0143589843057506,0.8744819559546907,0.2696142847203038,-1.3601641074383923,-0.7808899489614884,1,Regular Members
68,0,0,0,1,1.1960747889868169,1,1,-0.049816493315369303,1,1.0455700299766968,-0.04640230880137409,0.2696142847203038,-1.4880077623852226,-0.9807772312928594,3,High Spenders
69,0,1,1,1,-0.8360681198264284,0,1,0.4649762656542582,1,1.0455700299766968,0.029091574380436424,0.6558063653380343,0.23788157939698673,-0.4857075669139988,1,Regular Members
70,0,0,0,0,1.1960747889868169,0,0,-1.592965414381937,0,0.015605522835473088,-0.29595545348741464,0.2696142847203038,-0.25218576456586284,-0.990074314191993,2,Value Seekers
71,1,0,1,1,-0.8360681198264284,1,1,0.18960055697557993,0,0.5305877764060849,3.6797499889535517,0.2696142847203038,-1.3601641074383923,-1.038883999412444,0,Low Engagement
72,1,1,1,0,-0.8360681198264284,1,1,0.5292101084152446,1,-0.4993767307351387,-0.2926746445454014,-0.11657779589742681,-0.4865657986350518,-0.31603580400481185,1,Regular Members
73,0,1,0,0,1.1960747889868169,1,1,1.1288284205046442,1,-1.5293412378763624,-0.25796156928797065,-0.5027698765151575,-1.0405549700713164,0.6043754030094078,3,High Spenders
74,1,0,1,0,-0.8360681198264284,1,1,0.3475727827131254,0,1.5605522835473085,-0.3164869675116266,-0.11657779589742681,0.06742337280121297,0.16276396530056508,1,Regular Members
75,1,0,0,0,1.1960747889868169,1,1,0.53873761619319,0,-1.0143589843057506,-0.5110424655245632,-2.04753819898608,2.2407655068973287,0.20692510907144937,3,High Spenders
76,0,0,0,1,1.1960747889868169,0,1,0.5851457992406014,0,1.5605522835473085,0.5330308833767736,-0.5027698765151575,0.7918707508332515,1.7920777433737167,3,High Spenders
77,1,0,0,1,1.1960747889868169,1,1,0.9496498064871558,1,0.015605522835473088,-1.182761638265148,0.2696142847203038,1.367167198093988,-0.9877500434672095,3,High Spenders
78,1,1,0,1,1.1960747889868169,1,1,-0.4773249874805946,1,-0.4993767307351387,-0.23421980135275663,-0.5027698765151575,-1.4880077623852226,2.8240539451775386,2,Value Seekers
79,1,0,1,1,-0.8360681198264284,0,1,0.2787288555434557,1,0.015605522835473088,-0.6484836659340647,1.8143826071912261,-0.7635603843531841,0.020983451088778717,1,Regular Members
80,0,1,1,1,-0.8360681198264284,1,1,0.6558337601737443,0,0.015605522835473088,-0.39811913839139723,-0.5027698765151575,-0.46525852281058006,-0.4903561083635656,1,Regular Members
81,0,0,1,1,-0.8360681198264284,0,1,1.1116174387122266,1,-1.5293412378763624,-0.06333551624402319,-0.11657779589742681,0.49356888929064735,2.7008675967640197,1,Regular Members
82,1,0,0,1,1.1960747889868169,0,1,0.3315911567630234,0,-0.4993767307351387,-0.9325382207845028,-1.2751540377506185,-1.1257840733692033,1.538732234372328,3,High Spenders
83,0,0,0,0,1.1960747889868169,0,1,-0.30675186435931484,1,0.5305877764060849,-0.6520466950001222,-0.11657779589742681,-1.5732368656831095,0.8739908070842803,2,Value Seekers
84,0,1,1,0,-0.8360681198264284,0,1,0.844232543008599,0,0.015605522835473088,-0.7139234571968023,-0.888961957132888,0.06742337280121297,-0.7274317222914707,1,Regular Members
85,0,0,1,0,-0.8360681198264284,0,0,-1.592965414381937,0,-1.0143589843057506,0.3691668238536383,-0.5027698765151575,-1.8289241755767702,-1.1341790991285627,2,Value Seekers
86,1,0,0,1,1.1960747889868169,1,1,0.2655132802385638,0,-0.4993767307351387,1.0672735781923515,-1.2751540377506185,-1.2323204524915619,-0.9738044191185092,2,Value Seekers
87,1,0,1,0,-0.8360681198264284,1,1,0.010114603997512595,1,1.0455700299766968,-0.7714963625018091,0.6558063653380343,-0.46525852281058006,0.5369715519906898,1,Regular Members
88,0,0,1,0,-0.8360681198264284,0,1,0.27043070360782606,1,0.015605522835473088,-0.6373712485498263,1.4281905265734955,0.600105268413006,-0.9714801483937259,1,Regular Members
89,1,0,1,1,-0.8360681198264284,1,1,0.47327441758988836,1,0.015605522835473088,-0.9205791430281319,-0.888961957132888,1.2393235431471576,-0.24630768226131033,1,Regular Members
90,1,0,1,1,-0.8360681198264284,0,0,-1.592965414381937,0,2.07553453711792,-1.082326551620936,-0.888961957132888,-1.6584659689809964,-1.0969907675320285,2,Value Seekers
91,1,1,0,0,1.1960747889868169,1,1,0.27965087242519243,0,-0.4993767307351387,0.12479947394690913,-0.11657779589742681,1.218016267322686,-0.8134297391084558,3,High Spenders
92,1,0,0,0,1.1960747889868169,1,1,-0.45826997192470376,0,0.015605522835473088,-0.28914689299484947,0.2696142847203038,0.600105268413006,1.836238887144601,3,High Spenders
93,1,0,1,1,-0.8360681198264284,0,1,0.9720855506094138,0,1.0455700299766968,-0.4906520615623733,0.2696142847203038,0.7918707508332515,1.1831188134804702,1,Regular Members
94,0,0,0,1,1.1960747889868169,1,1,1.1460394022970617,0,0.5305877764060849,-0.7755179992694383,0.2696142847203038,0.04611609697674124,-0.39970955009701364,3,High Spenders
95,1,0,1,1,-0.8360681198264284,1,1,0.8586774741558064,1,-0.4993767307351387,-0.7683213861063124,1.4281905265734955,0.685334371710893,0.1488183409518648,1,Regular Members
96,1,0,1,1,-0.8360681198264284,0,0,-1.592965414381937,0,-1.0143589843057506,-1.1208495985529625,-0.888961957132888,-1.2749350041405054,-0.6112181860523015,2,Value Seekers
97,1,0,0,0,1.1960747889868169,1,1,0.03377970396208663,1,0.5305877764060849,0.6407331382151227,0.2696142847203038,-1.4027786590873357,-0.8971034852006576,3,High Spenders
98,0,0,1,0,-0.8360681198264284,1,1,0.4655909435754163,1,-0.4993767307351387,3.3259165084331976,-0.5027698765151575,1.1540944398492707,-0.1696067483434587,0,Low Engagement
99,0,1,0,1,1.1960747889868169,1,1,0.5553339200644499,0,1.5605522835473085,-0.5418750140763867,0.2696142847203038,0.45095433764170395,2.7148132211127196,3,High Spenders
100,0,1,1,1,-0.8360681198264284,0,0,-1.592965414381937,1,-1.0143589843057506,-0.040405131165435926,0.6558063653380343,0.3231106826948736,-1.00169566781591,2,Value Seekers
101,1,1,1,1,-0.8360681198264284,1,1,0.8343976962700749,1,-0.4993767307351387,-0.12246063223127279,1.8143826071912261,0.19526702774804328,-0.748350158814521,1,Regular Members
102,0,0,1,1,-0.8360681198264284,0,0,-1.592965414381937,0,-1.5293412378763624,-0.30985479459658904,0.2696142847203038,-0.997940418422373,0.011686368189645186,2,Value Seekers
103,0,0,1,1,-0.8360681198264284,1,1,0.8666682871308574,1,0.5305877764060849,-1.0451087727626134,1.4281905265734955,0.08873064862568468,1.48527400770231,1,Regular Members
104,0,0,1,1,-0.8360681198264284,0,1,0.22002711407288933,0,1.0455700299766968,0.7974005845751319,0.2696142847203038,-1.6584659689809964,0.9623130946260489,1,Regular Members
105,0,0,1,1,-0.8360681198264284,1,1,0.5962100018214412,1,0.015605522835473088,3.4158741729722704,1.4281905265734955,1.2606308189716293,3.026265498233693,0,Low Engagement
106,1,0,1,1,-0.8360681198264284,0,1,0.7692418366273518,1,1.5605522835473085,-0.5532696515846693,0.2696142847203038,2.283380058546272,1.0552839236173843,1,Regular Members
107,0,0,0,1,1.1960747889868169,0,1,1.2296355995745176,1,-1.0143589843057506,0.7575369920538957,1.4281905265734955,0.23788157939698673,-0.9528859825954589,3,High Spenders
108,0,0,0,1,1.1960747889868169,0,0,-1.592965414381937,1,-1.5293412378763624,0.6022453687986017,-0.5027698765151575,-1.296242279964977,0.34405708183366895,2,Value Seekers
109,1,0,0,1,1.1960747889868169,1,1,0.8832645910021169,0,1.0455700299766968,-0.031232977134000934,-0.11657779589742681,-0.060420282145617364,0.6252938395324583,3,High Spenders
110,1,1,0,1,1.1960747889868169,1,1,0.9222966389956352,1,1.0455700299766968,-1.2213199627126803,1.4281905265734955,-0.017805730496673923,-0.4136551744457139,3,High Spenders
111,0,0,1,1,-0.8360681198264284,1,1,0.5971320187031779,0,1.0455700299766968,-0.429445572160298,-0.11657779589742681,1.9637709211791963,0.4463249937241378,1,Regular Members
112,1,1,1,0,-0.8360681198264284,0,0,-1.592965414381937,1,0.5305877764060849,0.07509345459963292,-0.888961957132888,-1.3175495557894488,-0.39970955009701364,2,Value Seekers
113,0,0,1,0,-0.8360681198264284,0,0,-1.592965414381937,0,-0.4993767307351387,1.239992294107372,-1.6613461183683491,-1.2110131766670902,-1.027262645788527,2,Value Seekers
114,1,0,0,0,1.1960747889868169,0,1,1.2087365502551533,0,-1.0143589843057506,-0.534748955944272,1.4281905265734955,-0.4865657986350518,0.7275617514229272,3,High Spenders
115,1,0,1,0,-0.8360681198264284,0,0,-1.592965414381937,0,1.5605522835473085,-0.8256826263182862,-0.5027698765151575,-0.46525852281058006,1.5968390024919126,2,Value Seekers
116,0,0,0,1,1.1960747889868169,1,1,0.7474207704262513,1,-0.4993767307351387,0.6410506358546725,0.2696142847203038,0.5148761651151191,-0.880833590127174,3,High Spenders
117,1,0,1,1,-0.8360681198264284,1,1,0.16132537260232271,1,-0.4993767307351387,2.842826211100622,-0.11657779589742681,-1.679773244805468,0.9762587189747491,0,Low Engagement
118,0,1,1,1,-0.8360681198264284,1,1,1.2053558216887856,1,0.5305877764060849,2.992543986906044,1.041998445955765,-0.18826393709244768,-0.183552372692159,0,Low Engagement
119,1,0,0,0,1.1960747889868169,0,0,-1.592965414381937,0,-0.4993767307351387,1.2403097917469212,-2.4337302796038105,0.600105268413006,-0.8436452585306398,2,Value Seekers
120,0,0,0,0,1.1960747889868169,1,1,0.8801912013963282,1,1.0455700299766968,-0.31264171832152493,1.041998445955765,0.600105268413006,-0.3764668428491798,3,High Spenders
121,1,0,0,1,1.1960747889868169,1,1,0.354026900885282,1,-1.5293412378763624,-0.8446266521447496,1.4281905265734955,0.6640270958864212,0.22551927486971643,3,High Spenders
122,1,0,1,1,-0.8360681198264284,1,1,0.33743059701402234,0,0.5305877764060849,-0.4583378573593179,-0.5027698765151575,0.6640270958864212,0.14416979950229802,1,Regular Members
123,1,0,1,1,-0.8360681198264284,0,0,-1.592965414381937,1,0.015605522835473088,-1.0203792343932445,-0.888961957132888,0.4722616134661757,-0.6972162028692866,2,Value Seekers
124,1,1,1,1,-0.8360681198264284,0,1,0.6951731471278413,0,0.015605522835473088,-0.25125884134192217,-2.04753819898608,-0.316107592039278,0.969285906800399,1,Regular Members
125,1,0,0,1,1.1960747889868169,1,1,0.7720078872725618,1,0.015605522835473088,-0.9377240155638141,0.6558063653380343,0.23788157939698673,-0.2370105993621768,3,High Spenders
126,0,0,1,1,-0.8360681198264284,1,1,0.6493796420015875,1,-0.4993767307351387,0.08324256068140778,-1.6613461183683491,0.4296470618172322,-1.1318548284037793,1,Regular Members
127,1,0,1,1,-0.8360681198264284,1,1,0.7019346042605766,0,0.015605522835473088,-0.8016586382590277,-0.11657779589742681,-0.8914040393000144,1.7688350361258829,1,Regular Members
128,0,0,1,1,-0.8360681198264284,0,1,1.3267547111174443,1,0.015605522835473088,-0.1695208379156349,0.6558063653380343,-0.2095712129169194,1.4201944274083753,1,Regular Members
129,0,1,0,1,1.1960747889868169,0,0,-1.592965414381937,0,0.015605522835473088,-0.9914516716787193,-0.11657779589742681,0.17395975192357158,-1.027262645788527,2,Value Seekers
130,0,0,0,1,1.1960747889868169,1,1,1.0523010193205022,1,-0.4993767307351387,0.23581781524277692,1.4281905265734955,1.218016267322686,-0.4159794451704973,3,High Spenders
131,1,0,1,0,-0.8360681198264284,0,1,0.6463062523957989,1,-1.5293412378763624,-0.8778580717509485,0.2696142847203038,1.367167198093988,1.3365206813161736,1,Regular Members
132,0,0,0,1,1.1960747889868169,1,1,0.9923699220076204,0,-1.0143589843057506,-1.3057037798018811,0.2696142847203038,0.06742337280121297,-0.4066823622713638,3,High Spenders
133,1,1,0,0,1.1960747889868169,0,0,-1.592965414381937,0,0.5305877764060849,0.05332722753272771,-0.5027698765151575,-1.1044767975447316,-0.3811153842987466,2,Value Seekers
134,0,0,0,0,1.1960747889868169,1,1,0.08233925973354995,0,-1.5293412378763624,1.1371230588932786,-1.2751540377506185,-1.9780751063480722,-0.9226704631732748,2,Value Seekers
135,0,0,1,1,-0.8360681198264284,1,1,0.7418886691358312,1,1.0455700299766968,-0.06527577959682657,1.041998445955765,1.367167198093988,-1.136503369853346,1,Regular Members
136,0,0,1,1,-0.8360681198264284,0,0,-1.592965414381937,0,0.5305877764060849,-0.44697849736654094,0.2696142847203038,0.216574303572515,-0.7808899489614884,2,Value Seekers
137,0,0,1,1,-0.8360681198264284,0,0,-1.592965414381937,1,0.5305877764060849,0.31780276127760265,-0.5027698765151575,0.216574303572515,0.6090239444589747,2,Value Seekers
138,0,0,1,1,-0.8360681198264284,0,0,-1.592965414381937,1,1.0455700299766968,1.0092773427012784,-0.11657779589742681,0.6640270958864212,0.9902043433234495,2,Value Seekers
139,1,0,1,0,-0.8360681198264284,0,0,-1.592965414381937,0,-1.0143589843057506,0.29081546191588076,-0.11657779589742681,-0.3587221436882215,-0.7576472417136546,2,Value Seekers
140,0,0,0,1,1.1960747889868169,1,1,1.3267547111174443,1,1.0455700299766968,-0.3264705043996884,1.041998445955765,1.899849093705781,2.8472966524253724,3,High Spenders
141,0,0,1,0,-0.8360681198264284,0,0,-1.592965414381937,0,0.015605522835473088,0.9457778147913445,-0.5027698765151575,-0.8914040393000144,-0.8459695292554232,2,Value Seekers
142,1,0,0,1,1.1960747889868169,1,1,0.45790746956094425,1,1.0455700299766968,-0.5762705916942676,-0.11657779589742681,-0.9340185909489579,0.7182646685237937,3,High Spenders
143,1,0,1,1,-0.8360681198264284,0,0,-1.592965414381937,1,1.0455700299766968,0.04969364343565936,-0.5027698765151575,0.024808821152269518,-1.1016393089815952,2,Value Seekers
144,1,0,0,1,1.1960747889868169,1,1,0.16777949077447926,0,-1.5293412378763624,-0.08619534629159928,0.2696142847203038,-1.9780751063480722,0.7159403977990103,3,High Spenders
145,0,0,0,1,1.1960747889868169,0,0,-1.592965414381937,0,-0.4993767307351387,-0.8856544026776683,-0.5027698765151575,-0.5717949019329386,0.41610947430195383,2,Value Seekers
146,0,1,0,1,1.1960747889868169,0,1,0.25782980622409174,0,0.015605522835473088,1.4440021662757874,1.4281905265734955,1.3884744739184598,0.23946489921841674,3,High Spenders
147,0,0,0,0,1.1960747889868169,1,1,0.056215448084344935,0,0.5305877764060849,-0.5698500838722632,-0.888961957132888,-0.4439512469861083,-0.6762977663462362,3,High Spenders
148,0,0,0,1,1.1960747889868169,1,1,0.19666935306889413,0,-0.4993767307351387,-0.8436388817105951,-0.11657779589742681,1.2393235431471576,0.4951346789445889,3,High Spenders
149,0,1,0,1,1.1960747889868169,0,0,-1.592965414381937,0,-0.4993767307351387,-0.37296626983596226,-1.6613461183683491,-1.9780751063480722,0.6206452980828916,2,Value Seekers
150,0,0,1,1,-0.8360681198264284,0,0,-1.592965414381937,0,-0.4993767307351387,-0.8159813095542684,-2.4337302796038105,-0.7848676601776559,0.20692510907144937,2,Value Seekers
151,1,0,1,1,-0.8360681198264284,1,1,0.38752684758838,1,0.015605522835473088,-0.7548100976676987,0.2696142847203038,0.5787979925885343,2.1314212691920904,1,Regular Members
152,1,0,1,0,-0.8360681198264284,1,1,-0.08946321923004509,1,2.07553453711792,-0.001423476531837524,0.2696142847203038,-1.850231451401242,-1.045856811586794,2,Value Seekers
153,0,1,1,0,-0.8360681198264284,1,1,0.565476105763553,1,0.5305877764060849,0.09943494029844106,-0.11657779589742681,-0.4226439711616366,0.24643771139276688,1,Regular Members
