Date,Open,High,Low,Close,Adj Close,MA30,Year,HL_PCT,PCT_change,Prev_Close,Rolling_Mean_7,Rolling_Std_7,Daily_Return,Volatility_14
2025-02-10,989.4,994.4,998.35,988.47,988.47,159.5021650877193,2025,-0.39960747417726844,-0.09399636143116535,988.47,988.47,0.0,0.0,0.030520126202887823
2025-02-07,989.4,994.4,998.35,988.47,988.47,159.5021650877193,2025,-0.39960747417726844,-0.09399636143116535,988.47,988.47,0.0,0.0,0.030520126202887823
2025-02-06,989.4,994.4,998.35,988.47,988.47,159.5021650877193,2025,-0.39960747417726844,-0.09399636143116535,988.47,988.47,0.0,0.0,0.030520126202887823
2025-02-05,987.73,994.4,986.68,988.47,988.47,159.5021650877193,2025,0.7810049875059463,0.07491925931175615,988.47,988.47,0.0,0.0,0.030520126202887823
2025-02-04,980.47,994.4,978.51,994.87,994.87,159.5021650877193,2025,1.5971936031843343,1.4686833865391065,988.47,989.3842857142856,2.418972627259064,0.006474652746163212,0.003407240814301799
2025-02-03,973.0,987.69,964.38,978.94,978.94,159.5021650877193,2025,2.3811469548695587,0.610483042137724,994.87,988.0228571428572,4.6615688142001686,-0.016012142289947406,0.004737838043701654
2025-01-31,974.0,990.29,974.0,976.76,976.76,159.5021650877193,2025,1.6677587124779847,0.2833675564681715,978.94,986.35,6.290789563586818,-0.002226898482031614,0.004750571888548581
2025-01-30,986.75,994.59,970.01,973.24,973.24,159.5021650877193,2025,2.5255846451029593,-1.3691411198378507,976.76,984.1742857142857,7.870681582393451,-0.0036037511773618913,0.004798925757513607
2025-01-29,980.0,987.64,968.23,978.15,978.15,159.5021650877193,2025,1.9843582272657538,-0.18877551020408395,973.24,982.6999999999999,7.898417563031114,0.005045004315482382,0.0050694868510602325
2025-01-28,966.71,977.93,957.3,971.83,971.83,159.5021650877193,2025,2.1227992550137365,0.5296314303151932,978.15,980.3228571428572,8.362798005224544,-0.006461176711138328,0.005286648174066588
2025-01-27,971.1,982.27,960.26,971.89,971.89,159.5021650877193,2025,2.264659580816758,0.08135104520646315,971.83,977.9542857142858,8.01128965303078,6.173919306862174e-05,0.005287750801964955
2025-01-24,984.41,986.28,967.68,977.59,977.59,159.5021650877193,2025,1.9026381202753733,-0.6928007639093403,971.89,975.4857142857144,3.0664575498051563,0.005864861249729847,0.005612037227779187
2025-01-23,957.81,985.0,953.9,984.86,984.86,159.5021650877193,2025,3.1578092317689848,2.8241509276370125,977.59,976.3314285714285,4.607195200883418,0.007436655448603169,0.006027648360086875
2025-01-22,998.03,999.0,950.76,953.99,953.99,159.5021650877193,2025,5.05665677837294,-4.41269300522028,984.86,973.0785714285714,9.593797351364135,-0.03134455658672297,0.010263109053721582
2025-01-21,863.53,916.4,854.75,869.68,869.68,159.5021650877193,2025,7.088814276515498,0.7121929753453821,953.99,958.2842857142857,40.23138901286841,-0.08837618842964812,0.025088849851141237
2025-01-17,859.79,865.0,852.13,858.1,858.1,159.5021650877193,2025,1.4998251951986954,-0.19655962502470847,869.68,941.1342857142857,53.68856950262388,-0.013315242388004744,0.024981915260587684
2025-01-16,860.96,868.98,842.02,842.37,842.37,159.5021650877193,2025,3.2004938447475615,-2.159217617543211,858.1,922.6400000000001,62.8658121186174,-0.018331196830206342,0.02491205108741588
2025-01-15,836.44,850.84,830.41,848.26,848.26,159.5021650877193,2025,2.408459670384088,1.4131318444837568,842.37,904.9785714285714,64.07807930656946,0.006992176834407671,0.02521896015517781
2025-01-14,843.2,844.89,823.52,828.4,828.4,159.5021650877193,2025,2.5796716562047326,-1.7552182163187935,848.26,883.6657142857142,60.61929611851912,-0.023412632919152188,0.0249296582391308
2025-01-13,831.53,847.07,829.14,840.29,840.29,955.8856666666667,2025,2.1337871449142636,1.0534797301360133,828.4,863.0128571428571,42.23659539399594,0.014352969579913166,0.025919800919122712
2025-01-10,866.4,866.41,834.4,837.69,837.69,951.234,2025,3.8212226479962736,-3.313711911357332,840.29,846.3985714285715,13.758301044059248,-0.0030941698699257225,0.025899477264071123
2025-01-08,880.0,886.22,873.0,875.0,875.0,947.4516666666667,2025,1.510857142857146,-0.5681818181818182,837.69,847.1585714285713,15.317303318544564,0.04453914932731662,0.029800010749573648
2025-01-07,879.38,888.0,869.11,879.19,879.19,943.809,2025,2.148568568796277,-0.021606131592706326,875.0,850.1714285714287,19.36696106652513,0.004788571428571586,0.029792018925762057
2025-01-06,888.76,892.83,871.69,881.79,881.79,940.253,2025,2.3973962054457396,-0.784238714613622,879.19,855.8028571428571,22.23868979525208,0.0029572674848439284,0.02991520202310775
2025-01-03,893.13,898.83,879.89,881.05,881.05,936.6723333333334,2025,2.1497077350888207,-1.352546661740177,881.79,860.4871428571429,23.78473510067864,-0.0008392020775921383,0.029900986166750604
2025-01-02,895.5,898.58,877.0,886.73,886.73,933.2810000000001,2025,2.433660753555202,-0.9793411501954196,881.05,868.8199999999999,20.685457854894285,0.006446853186538926,0.02991998130509431
2024-12-31,901.8,902.68,889.47,891.32,891.32,930.0426666666666,2024,1.4820715343535342,-1.1621202040363612,886.73,876.1099999999999,17.73701121008319,0.005176321992038213,0.0298449137742454
2024-12-30,894.51,908.23,889.71,900.43,900.43,927.1080000000001,2024,2.056795086791864,0.6618148483527249,891.32,885.0728571428572,8.569769958570653,0.010220796122604625,0.029263891340022857
2024-12-27,916.01,918.13,894.5,907.55,907.55,924.4106666666667,2024,2.6037132940333865,-0.9235707033766046,900.43,889.7228571428572,10.747462823514537,0.007907333163044372,0.016259134969787353
2024-12-26,928.4,930.49,915.3,924.14,924.14,922.2663333333333,2024,1.6436903499469837,-0.4588539422662636,907.55,896.1442857142856,15.695026661485539,0.018279984573852825,0.015985273890747338
2024-12-24,915.0,935.85,911.7,932.12,932.12,920.3880000000001,2024,2.5908681285671347,1.8710382513661208,924.14,903.3342857142858,19.1674071078507,0.00863505529465236,0.014453509425264676
2024-12-23,913.42,915.0,899.1,911.45,911.45,917.8206666666666,2024,1.7444730923254128,-0.21567296533904598,932.12,907.6771428571429,16.5408058190299,-0.022175256404754706,0.01647097005903219
2024-12-20,893.21,919.92,890.49,909.05,909.05,915.1733333333334,2024,3.2374456850558224,1.7733791605557392,911.45,910.8657142857143,13.744832795324559,-0.0026331669318120365,0.014506557743992909
2024-12-19,908.18,912.62,899.0,902.04,902.04,912.2923333333333,2024,1.5099108686976193,-0.6760774295844422,909.05,912.397142857143,11.640188592810429,-0.007711347010615488,0.014812861880147566
2024-12-18,919.13,922.44,886.56,889.55,889.55,908.7816666666666,2024,4.033500084312306,-3.2182607465755706,902.04,910.842857142857,13.99305031588391,-0.013846392621169823,0.015535868554382095
2024-12-17,921.54,928.45,916.42,919.13,919.13,906.788,2024,1.308846409104271,-0.2615187620721801,889.55,912.4971428571428,14.221520915248867,0.03325276825361145,0.013445586311538523
2024-12-16,923.94,928.94,919.5,921.08,921.08,904.932,2024,1.024883832023283,-0.30954390977769264,919.13,912.0600000000001,13.846068033922244,0.0021215714860791657,0.013446409226669169
2024-12-13,916.81,925.55,909.61,918.87,918.87,903.1196666666667,2024,1.7347394081861354,0.22469213904735544,921.08,910.1671428571427,11.322350630921344,-0.0023993572762409654,0.013536308295931616
2024-12-12,933.35,934.09,922.6,925.55,925.55,901.3663333333333,2024,1.2414240181513705,-0.835699362511391,918.87,912.1814285714285,12.752508810127695,0.007269798774581782,0.013531448209562069
2024-12-11,924.71,941.75,923.08,936.56,936.56,900.1906666666667,2024,1.9934654480225462,1.281482843269772,925.55,916.1114285714285,15.557171367327316,0.011895629625628068,0.01369666041054325
2024-12-10,913.76,922.88,909.58,913.35,913.35,898.2393333333333,2024,1.4561778069743203,-0.044869549991241486,936.56,917.7271428571428,14.396180875827223,-0.02478218160075163,0.015693398995440734
2024-12-09,928.0,930.3,902.59,913.69,913.69,896.1093333333334,2024,3.032757280915838,-1.5420258620689595,913.35,921.1757142857143,7.985390529258742,0.00037225598073020727,0.015509430577627057
2024-12-06,915.23,935.27,912.71,934.74,934.74,894.4386666666667,2024,2.413505359779184,2.1317045988440055,913.69,923.4057142857143,9.377218594628397,0.023038448489093533,0.016510959733733243
2024-12-05,917.85,927.0,911.11,917.87,917.87,893.2346666666667,2024,1.7311819756610398,0.002179005284085832,934.74,922.9471428571429,9.58607099613145,-0.01804779938806511,0.016649747486154366
2024-12-04,898.05,915.97,898.05,911.06,911.06,894.6139999999999,2024,1.9669396088073314,1.4486943934079386,917.87,921.8314285714287,10.546120026771082,-0.007419351324261636,0.01653519600733736
2024-12-03,894.36,902.69,888.03,902.17,902.17,896.0830000000001,2024,1.6249709034882653,0.8732501453553319,911.06,918.4914285714286,12.662139667228123,-0.00975786446556759,0.01565048980863365
2024-12-02,887.51,902.34,884.12,897.74,897.74,897.9286666666667,2024,2.0295408470158427,1.152663068585145,902.17,912.9457142857143,11.90827843301039,-0.004910382743828712,0.01568484491623488
2024-11-29,882.17,892.41,876.68,886.81,886.81,899.2136666666667,2024,1.773773412568647,0.5259757189657307,897.74,909.1542857142857,15.454935411428622,-0.012175017265578125,0.01588071805936797
2024-11-27,872.06,880.95,858.91,877.34,877.34,900.845,2024,2.5121389655093895,0.6054629268628405,886.81,903.9614285714285,19.304342713986514,-0.010678724867784428,0.015706742585070634
2024-11-26,867.49,886.36,867.25,872.6,872.6,901.922,2024,2.190006876002752,0.5890557816228444,877.34,895.0842857142858,16.933886005228803,-0.005402694508400363,0.012267377380102576
2024-11-25,902.05,902.05,864.22,865.59,865.59,902.852,2024,4.3704294180847665,-4.041904550745516,872.6,887.6157142857144,16.73721487896787,-0.008033463213385272,0.012200927526505492
2024-11-22,896.0,906.0,893.0,897.79,897.79,903.6116666666666,2024,1.4480000891076978,0.19977678571428165,865.59,885.72,14.198190025491986,0.03720006007463117,0.01651700283482444
2024-11-21,883.93,908.0,877.24,897.48,897.48,904.2213333333333,2024,3.4273744261710557,1.5329268154718212,897.79,885.0500000000001,13.37961384594662,-0.0003452923289409826,0.016329210859523817
2024-11-20,879.98,890.6,868.4,883.85,883.85,904.2899999999998,2024,2.511738417152237,0.43978272233459903,897.48,883.0657142857143,12.158169896743255,-0.015186967954717634,0.016150087818038263
2024-11-19,839.75,874.49,839.16,871.32,871.32,903.9656666666667,2024,4.054767479226924,3.7594522179220067,883.85,880.8528571428571,12.757948782732845,-0.014176613678791639,0.015328593263311315
2024-11-18,815.5,848.45,809.33,847.05,847.05,902.643,2024,4.61838144147335,3.8687921520539494,871.32,876.5257142857143,18.146695619443697,-0.027854290042693908,0.01661741705000353
2024-11-15,832.04,832.04,816.49,823.96,823.96,900.3976666666666,2024,1.887227535317243,-0.971107158309688,847.05,869.5771428571428,27.035716940302507,-0.02725931172894147,0.015420949772694035
2024-11-14,833.67,841.0,830.02,837.26,837.26,898.2919999999999,2024,1.3114205861978379,0.4306260270850615,823.96,865.53,29.719311342402165,0.016141560269915978,0.0165219674050825
2024-11-13,822.62,836.99,820.54,830.47,830.47,895.7226666666667,2024,1.9808060495863842,0.954268070311933,837.26,855.9128571428571,28.403329449370656,-0.00810978668513962,0.016526214725740365
2024-11-12,807.5,820.37,803.75,819.5,819.5,892.2346666666667,2024,2.0280658938377063,1.4860681114551082,830.47,844.7728571428571,24.39216521363943,-0.013209387455296429,0.01660463049772566
2024-11-11,795.9,806.82,795.57,805.44,805.44,888.012,2024,1.3967520858164482,1.1986430456087545,819.5,833.5714285714286,21.25877421095423,-0.01715680292861499,0.01682342201789374
2024-11-08,797.36,799.06,788.65,795.04,795.04,884.1316666666667,2024,1.3093680821090723,-0.29096016855624185,805.44,822.6742857142857,17.98191300273808,-0.012912197059992137,0.01684002523257408
2024-11-07,781.37,798.22,779.94,796.54,796.54,880.3813333333333,2024,2.2949255530167942,1.941461791468825,795.04,815.4585714285714,16.655604090485287,0.0018866975246527584,0.01699980326291705
2024-11-06,771.5,781.49,757.38,780.21,780.21,876.3203333333333,2024,3.0901936658079254,1.1289695398574253,796.54,809.2085714285714,20.660771547846892,-0.020501167549652144,0.01738276134627622
2024-11-05,757.35,767.53,756.27,763.91,763.91,872.1323333333332,2024,1.4739956277571953,0.8661781210800747,780.21,798.7299999999999,22.57461553751471,-0.020891811179041597,0.01773096831568331
2024-11-04,753.14,762.48,749.69,755.51,755.51,866.6783333333334,2024,1.6928961893290577,0.31468252914464834,763.91,788.0214285714286,22.7870792545317,-0.010996059745257969,0.011817882011017541
2024-11-01,753.48,763.8,747.77,756.1,756.1,861.179,2024,2.1200899351937537,0.34771991293730486,755.51,778.9642857142857,20.693639004245213,0.0007809294383926968,0.011908153058826103
2024-10-31,753.93,760.79,752.23,756.03,756.03,855.751,2024,1.1322302025051845,0.27854044805220946,756.1,771.9057142857143,18.464444081477676,-9.258034651504765e-05,0.012284841621257524
2024-10-30,758.08,759.79,752.28,753.74,753.74,850.024,2024,0.9963647942261246,-0.5724989447024103,756.03,766.0057142857142,16.31329811037652,-0.003028980331468256,0.012425327415043232
2024-10-29,751.13,763.88,748.01,759.44,759.44,844.12,2024,2.0896976719688194,1.1063331247587047,753.74,760.7057142857142,9.227478632035918,0.007562289383607146,0.01216338612290778
2024-10-28,758.68,758.68,747.88,749.12,749.12,838.6456666666668,2024,1.4416915847928173,-1.2600833025781548,759.44,756.2642857142857,4.593578333356071,-0.013588960286527008,0.010961688760112715
2024-10-25,756.17,768.5,753.53,754.68,754.68,833.3453333333333,2024,1.9836221974876804,-0.19704563788566187,749.12,754.9457142857143,3.1221886401494294,0.007422041862451767,0.009742581392794837
2024-10-24,751.97,755.82,746.25,754.55,754.55,827.339,2024,1.2683056126167982,0.34309879383485076,754.68,754.8085714285714,3.11434545594477,-0.0001722584406635974,0.009923949892764686
2024-10-23,762.83,763.79,744.26,749.29,749.29,821.7196666666665,2024,2.606467455858209,-1.774969521387475,754.55,753.8357142857143,3.659612261521426,-0.006971042343118405,0.00975153820278234
2024-10-22,765.27,769.7,761.12,764.24,764.24,816.8256666666667,2024,1.1226839736208574,-0.13459301945718147,749.29,755.0085714285714,5.387666249774933,0.01995222143629305,0.011474341490188859
2024-10-21,765.76,773.0,756.6,772.07,772.07,812.4889999999999,2024,2.124159726449671,0.8240179690764808,764.24,757.6271428571428,8.323123841209354,0.010245472626400076,0.011708210769880443
2024-10-18,737.64,766.28,736.23,763.89,763.89,808.0273333333333,2024,3.9338124599091433,3.558646494224825,772.07,758.2628571428571,8.648259389964418,-0.010594894245340547,0.011861396312887408
2024-10-17,704.35,704.41,677.88,687.65,687.65,801.3886666666666,2024,3.858067330764193,-2.370980336480449,763.89,749.4814285714284,28.31826173371103,-0.09980494573826071,0.028362270313797514
2024-10-16,703.43,705.59,697.82,702.0,702.0,795.544,2024,1.1068376068376042,-0.2032895952688896,687.65,741.9557142857144,33.27298696998322,0.02086817421653464,0.02915322730195601
2024-10-15,712.51,713.4,699.78,705.98,705.98,789.99,2024,1.929233122751353,-0.9164783652159231,702.0,735.0171428571429,35.21642500987428,0.005669515669515679,0.02925606935516902
2024-10-14,725.0,726.62,711.31,713.0,713.0,784.9036666666667,2024,2.147265077138858,-1.6551724137931034,705.98,729.8328571428572,35.43557991354776,0.009943624465282186,0.029482758670713847
2024-10-11,734.9,736.0,721.22,722.79,722.79,779.0703333333333,2024,2.0448539686492584,-1.6478432439787745,713.0,723.9114285714286,32.027043483369134,0.013730715287517459,0.029844156747780445
2024-10-10,723.29,733.85,722.5,730.29,730.29,773.4973333333332,2024,1.5541771077243318,0.9677999142805791,722.79,717.9428571428571,24.584752533689578,0.010376457892333768,0.030049522341302672
2024-10-09,719.25,728.59,718.87,727.43,727.43,768.2833333333333,2024,1.3362110443616606,1.1372957942300939,730.29,712.7342857142858,15.359154552621867,-0.003916252447657809,0.02993044396902719
2024-10-08,703.88,725.06,703.55,721.76,721.76,763.298,2024,2.9802150299268444,2.540205716883559,727.43,717.6071428571428,10.812421428281256,-0.007794564425442907,0.029807073957278205
2024-10-07,714.76,715.88,696.43,701.92,701.92,758.4603333333332,2024,2.7709710508320105,-1.796407185628747,721.76,717.5957142857143,10.831692476462804,-0.027488361782309956,0.030393117879131754
2024-10-04,713.32,721.01,708.82,719.7,719.7,754.985,2024,1.6937612894261416,0.894409241294229,701.92,719.5557142857142,9.544329655419924,0.025330521996808963,0.031432571405530484
2024-10-03,704.26,708.81,700.0,706.8,706.8,750.6363333333334,2024,1.2464629315223468,0.36066225541702834,719.7,718.67,10.494481089278915,-0.01792413505627355,0.03167733536825726
2024-10-02,706.13,716.21,704.69,711.09,711.09,746.6569999999999,2024,1.6200480951778229,0.7024202342344945,706.8,716.9985714285714,10.65935493446702,0.006069609507640239,0.031092824390372743
2024-10-01,713.64,717.76,698.59,706.13,706.13,742.878,2024,2.7147975585232125,-1.0523513255983397,711.09,713.5471428571428,9.485149294700372,-0.006975207076460155,0.03079686868640532
2024-09-30,707.0,711.21,702.82,709.27,709.27,739.6723333333334,2024,1.1829063685197438,0.3210749646393185,706.13,710.9528571428572,7.283043581458298,0.004446773257049008,0.030882496247850593
2024-09-27,708.36,710.71,701.25,707.35,707.35,736.7493333333333,2024,1.3373860182370871,-0.14258286746851753,709.27,708.8942857142857,5.549452997487653,-0.0027070086144909133,0.014430740739739104
2024-09-26,724.73,725.26,701.72,711.43,711.43,733.9123333333333,2024,3.3088286971311254,-1.8351661998261517,707.35,710.2528571428572,4.648435988884204,0.005768007351381721,0.013452539355427947
2024-09-25,721.0,725.12,716.21,721.56,721.56,731.9573333333334,2024,1.2348245468152295,0.07766990291261379,711.43,710.5185714285714,5.287666241888844,0.014238927231069898,0.01386803634100564
2024-09-24,706.63,722.44,704.45,722.26,722.26,730.569,2024,2.4907927893002535,2.21190722160112,721.56,712.7271428571429,6.552929915395748,0.0009701202949166099,0.013661053013496257
2024-09-23,702.39,712.25,699.16,705.37,705.37,728.8976666666666,2024,1.8557636417766608,0.4242657213229144,722.26,711.91,7.122951167404623,-0.023384930634397616,0.014573259418365398
2024-09-20,705.55,706.67,696.31,701.03,701.03,727.062,2024,1.477825485357262,-0.6406349656296482,705.37,711.1814285714285,8.017365378909997,-0.006152799240115137,0.014189167793347533
2024-09-19,705.0,715.66,695.37,704.32,704.32,725.3383333333334,2024,2.8807928214447927,-0.09645390070921275,701.03,710.4742857142858,8.42213523428935,0.004693094446742707,0.01432405475897509
2024-09-18,707.55,707.55,688.0,690.47,690.47,723.2293333333333,2024,2.8314046953524343,-2.4139636774786135,704.32,708.0628571428572,11.367347556755899,-0.019664357110404374,0.01501480177855522
2024-09-17,700.82,707.63,698.37,706.91,706.91,721.4783333333334,2024,1.3099262989630918,0.8689820495990294,690.47,707.4171428571428,11.272180673798234,0.023809868640201515,0.01485212771503246
2024-09-16,700.0,703.02,688.63,696.5,696.5,719.7243333333333,2024,2.0660445082555614,-0.5,706.91,703.8371428571429,9.931608990629254,-0.014726061309077498,0.013521982801091438
2024-09-13,680.01,699.64,680.0,697.06,697.06,717.8036666666666,2024,2.817547987260779,2.5073160688813334,696.5,700.2371428571429,5.882589322972109,0.0008040201005024006,0.012757108354117938
2024-09-12,684.92,694.88,682.2,686.8,686.8,715.5453333333332,2024,1.846243447874192,0.2744846113414699,697.06,697.5842857142858,7.217757863167429,-0.01471896249964133,0.013087179418716864
2024-09-11,677.46,682.97,660.8,681.47,681.47,713.2846666666667,2024,3.2532613321202803,0.5919168659404231,686.8,694.7900000000001,9.180751603212274,-0.007760629004076813,0.013109965010573096
2024-09-10,676.87,680.59,665.81,673.62,673.62,710.2639999999999,2024,2.194115376621847,-0.4801512845893598,681.47,690.4042857142857,11.018346604851562,-0.011519215812875183,0.013157656623247442
2024-09-09,674.0,683.5,672.14,675.42,675.42,707.0423333333333,2024,1.6819164371798307,0.21068249258159633,673.62,688.2542857142859,12.386758867354141,0.002672129687360858,0.013263738783504193
2024-09-06,681.86,683.15,662.34,665.77,665.77,703.7716666666668,2024,3.125704071976801,-2.359721937054532,675.42,682.3771428571428,11.806160417739651,-0.014287406354564491,0.013302209470756277
2024-09-05,673.14,687.31,671.86,683.62,683.62,703.6373333333333,2024,2.2600275006582504,1.5568826692812814,665.77,680.5371428571428,10.121782969223766,0.026811060876879456,0.014992096478272848
2024-09-04,673.31,684.65,673.06,679.68,679.68,702.8933333333333,2024,1.7052142184557486,0.9460723886471321,683.62,678.0542857142857,7.062586535491464,-0.005763435826921515,0.014937043223932212
2024-09-03,700.1,703.86,671.01,675.32,675.32,701.8713333333333,2024,4.864360599419538,-3.5394943579488602,679.68,676.4142857142857,5.936362121532945,-0.00641478342749513,0.013916540750978647
2024-08-30,700.36,701.86,688.16,701.35,701.35,701.483,2024,1.9533756327083547,0.14135587412188147,675.32,679.2542857142856,11.189375700695104,0.03854468992477633,0.01774263983417838
2024-08-29,690.0,699.8,686.07,692.48,692.48,700.4726666666667,2024,1.982728743068378,0.3594202898550751,701.35,681.9485714285714,11.85729652797211,-0.012647037855564314,0.018006420124595968
2024-08-28,695.83,696.67,677.1,683.84,683.84,698.9243333333333,2024,2.8617805334581097,-1.7231220269318666,692.48,683.1514285714286,11.506520511674806,-0.012476894639556368,0.01753142062791743
2024-08-27,688.53,707.89,686.92,695.72,695.72,697.8673333333334,2024,3.0141436209969568,1.0442536999114134,683.84,687.4300000000001,9.328377851117166,0.01737248479176423,0.016917075197798004
2024-08-26,687.26,690.59,681.64,688.44,688.44,696.7566666666667,2024,1.3000406716634776,0.1716963012542653,695.72,688.1185714285714,9.176935633365195,-0.010463979761973219,0.016688015650617703
2024-08-23,694.13,696.07,678.63,686.73,686.73,696.2503333333334,2024,2.5395715929113414,-1.0660827222566345,688.44,689.1257142857145,8.454931218208833,-0.002483876590552603,0.01668830477953204
2024-08-22,691.0,701.5,686.24,688.96,688.96,695.2256666666667,2024,2.214932652113329,-0.2952243125904434,686.73,691.0742857142858,5.940908620571141,0.0032472733097432815,0.0162316146416484
2024-08-21,697.0,701.0,691.38,697.12,697.12,694.903,2024,1.3799632774845083,0.017216642754663496,688.96,690.4700000000001,4.8334011489372255,0.011843938690199618,0.01632393145626455
2024-08-20,688.86,711.33,688.25,698.54,698.54,694.4846666666667,2024,3.3040341283247976,1.4052202189123988,697.12,691.3357142857143,5.7156097870635465,0.002036952031214012,0.015872398453741984
2024-08-19,674.07,688.84,672.91,688.53,688.53,693.8979999999999,2024,2.3136246786632486,2.1451778005251563,698.54,692.0057142857142,4.908380103249653,-0.014329888052223239,0.016513309710167547
2024-08-16,669.43,680.23,665.36,674.07,674.07,692.7246666666666,2024,2.206002343970211,0.6931269886321348,688.53,688.9128571428571,8.015471943439756,-0.02100126356150045,0.01709430104818054
2024-08-15,668.49,673.19,659.8,663.22,663.22,691.2536666666667,2024,2.0189379089894905,-0.7883438794895932,674.07,685.3100000000001,12.612969515537443,-0.016096251131188177,0.015920601189870903
2024-08-14,648.7,663.57,648.7,661.68,661.68,689.5953333333333,2024,2.2473098778865928,2.0009249267766154,663.22,681.7314285714286,15.390685958903497,-0.0023220047646332898,0.01588530301400785
2024-08-13,638.56,650.97,635.5,648.02,648.02,687.144,2024,2.3872719977778507,1.481458281132554,661.68,675.8828571428572,19.43367756780467,-0.020644420263571495,0.01664061067579787
2024-08-12,631.0,639.0,627.07,633.14,633.14,684.1733333333334,2024,1.8842594055027244,0.3391442155309011,648.02,666.7428571428571,22.57271709703376,-0.022962254251411962,0.012480153089829112
2024-08-09,622.99,636.62,622.99,633.94,633.94,681.7923333333332,2024,2.150045745654162,1.7576526107963282,633.14,657.5142857142857,20.518157696000653,0.0012635436080488116,0.012567348746791534
2024-08-08,621.99,632.29,616.02,630.35,630.35,679.4363333333333,2024,2.5811057349091744,1.3440730558369127,633.94,649.2028571428572,17.408492864385845,-0.005662996498091322,0.012437476816343497
2024-08-07,616.07,632.0,610.64,611.48,611.48,676.3416666666667,2024,3.4931641263818953,-0.7450452059019319,630.35,640.2614285714286,18.544221407729403,-0.02993574998016979,0.012100314261390032
2024-08-06,600.62,622.45,600.62,609.57,609.57,673.645,2024,3.5812129862033957,1.490126868902142,611.48,632.5971428571429,18.560745956885082,-0.003123569045594299,0.012195692304782214
2024-08-05,587.04,604.56,587.04,598.55,598.55,670.0329999999999,2024,2.9270737615905076,1.9606841101117458,609.57,623.5785714285714,17.373642324477544,-0.018078317502501884,0.012307365004615368
2024-08-02,620.98,625.27,608.35,613.64,613.64,667.271,2024,2.757316993677068,-1.1820026409868325,598.55,618.6671428571428,13.80578105273356,0.02521092640548006,0.015154841432950875
2024-08-01,629.25,646.71,617.61,624.85,624.85,664.864,2024,4.6571177082499835,-0.6992451330949506,613.64,617.4828571428571,12.665859247442175,0.018268039893097,0.015885729507251273
2024-07-31,626.57,633.6,622.58,628.35,628.35,662.9156666666667,2024,1.753799633961961,0.2840863750259305,624.85,616.6842857142857,11.585459071810103,0.00560134432263748,0.016080633352134874
2024-07-30,630.17,634.69,617.0,622.58,622.58,660.9526666666667,2024,2.8414019081885145,-1.2044368979798972,628.35,615.5742857142858,10.365971343997918,-0.009182780297604776,0.015968832947168478
2024-07-29,634.61,634.61,623.93,626.96,626.96,659.3973333333334,2024,1.703457955850463,-1.2054647736405,622.58,617.7857142857143,10.979970942793411,0.0070352404510263256,0.015841814435885955
2024-07-26,645.0,646.99,629.77,631.37,631.37,657.929,2024,2.727402315599415,-2.113178294573643,626.96,620.9,11.346820406314784,0.007033941559270174,0.015806701585937253
2024-07-25,641.0,649.98,621.7,634.09,634.09,656.8729999999999,2024,4.459934709583808,-1.0780031201248,631.37,625.9771428571429,6.664757345622045,0.004308091927079261,0.0159400094662337
2024-07-24,635.74,652.42,632.67,635.99,635.99,655.2853333333334,2024,3.1053947389109893,0.03932425205272595,634.09,629.1700000000001,4.885451190337376,0.002996420066551986,0.015150480376454533
